#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
33264	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Xiang Y (2023)	36521705	241019	10156	Ginkgolic acid C17:1 (GA171)	Ginkgolic Acid C17:1|2-[(10Z)-Heptadec-10-en-1-yl]-6-hydroxybenzoic acid|Benzoic acid, 2-[(10Z)-10-heptadecen-1-yl]-6-hydroxy-|6-[(10Z)-Heptadecenyl]salicylic acid|Ginkgolic acid II|2-[(10Z)-10-Heptadecen-1-yl]-6-hydroxybenzoic acid|MFCD09752804	-	CHEMSPIDER	4580130	C24H38O3	small molecule	-	111047-30-4	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-ACE2 interaction inhibitor, Spike and ACE2 binding (experimental), antiviral activity against SARS-CoV-2 Delta, Gamma, and Omicron variants	MBYNDKVOZOAOIS-FPLPWBNLSA-N
33265	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Bertini S (2022)	35322395	232831	676	Pentosan Polysulfate	Pentosane polysulfate|Pentosanpolysulfat|Pentosan sulfuric polyester|Pentosano polisulfato|Pentosani polysulfas	elmiron	DRUGBANK	DB00686	C10H18O21S4	small molecule	C05BA04|G04BX15	37300-21-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike binding (experimental)	FCCNSUIJIOOXEZ-SJYYZXOBSA-N
33270	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10300	(1R,2S,5S)-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-N-[(2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	162685261	C26H45N5O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	BKEPDWNBCUBDEN-KOUJMVCDSA-N
33271	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10301	(1R,2S,5S)-N-[(2S,3S)-4-amino-3-hydroxy-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]-3-sulfanylbutan-2-yl]-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	I70	-	PUBCHEM	162640229	C27H46N6O6S	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	IWWUKKKRPZXUGC-LJRYSRKVSA-N
33272	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10302	(1R,2S,5S)-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-N-[(2S,3R)-4-(cyclopropylmethylamino)-3-hydroxy-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]butan-2-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	164575876	C31H52N6O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	RTEPKJZIQYUGOI-BLTUZGSGSA-N
33273	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10303	(1R,2S,5S)-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-N-[(2S,3R)-4-(ethylamino)-3-hydroxy-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]butan-2-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	164575892	C29H50N6O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	GKUBEDOOUKCUOW-YTNBPZCUSA-N
33274	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10304	(1R,2S,5S)-N-[(2S,3R)-4-(butylamino)-3-hydroxy-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]butan-2-yl]-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	164575877	C31H54N6O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	CYAFTCDKLGXDCI-BLTUZGSGSA-N
33275	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10305	(1R,2S,5S)-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-N-[(2S,3R)-4-(hexylamino)-3-hydroxy-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]butan-2-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	164575878	C33H58N6O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	NSGOBCXXBBPKSX-FQCPSNFCSA-N
33276	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10306	(1R,2S,5S)-N-[(2S,3R)-4-(benzylamino)-3-hydroxy-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]butan-2-yl]-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	164575879	C34H52N6O6	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	WFDSDFTYLISRSE-ADSPCUKESA-N
33277	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10307	(6S)-5-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-N-[(2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]-5-azaspiro[2.4]heptane-6-carboxamide	-	-	PUBCHEM	164575891	C25H43N5O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	QPINBLRCPHAOCS-XLAORIBOSA-N
33278	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10308	Unk-Gly(tBu)-Ala(tBu)-Ala((S)-2-oxopyrrolidin-3-yl)-ol	-	-	PUBCHEM	164575890	C25H47N5O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	AXOUOMLRYWWRDK-XLAORIBOSA-N
33279	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Alugubelli YR (2021)	888800000489	232837	10309	(1R,2S,5S)-3-[(2S)-3,3-dimethyl-2-(3-methylbutanoylamino)butanoyl]-N-[(2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	-	PUBCHEM	164575880	C26H44N4O5	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	YJDABKUOTKRKDF-RZCQQDKOSA-N
33285	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Chen KY (2022)	35278581	246228	4662	Merimepodib	MMPD	-	DRUGBANK	DB04862	C23H24N4O6	small molecule	-	198821-22-6	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	JBPUGFODGPKTDW-SFHVURJKSA-N
33286	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Ma C (2022)	35404564	232480	10196	KY-226	Benzamide, 4-[[([1,1'-biphenyl]-4-ylmethyl)thio]methyl]-N-(hexylsulfonyl)-|4-{[(4-Biphenylylmethyl)sulfanyl]methyl}-N-(hexylsulfonyl)benzamide	-	CHEMSPIDER	84393651	C27H31NO3S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	MKXMABKUVSOEJF-UHFFFAOYSA-N
33287	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Ma C (2022)	35404564	232480	10174	tropifexor	2-[(3-endo)-3-({5-Cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-1,2-oxazol-4-yl}methoxy)-8-azabicyclo[3.2.1]oct-8-yl]-4-fluoro-1,3-benzothiazole-6-carboxylic acid|6-Benzothiazolecarboxylic acid, 2-[(3-endo)-3-[[5-cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-4-isoxazolyl]methoxy]-8-azabicyclo[3.2.1]oct-8-yl]-4-fluoro-|tropifexor|NMZ08KM76Z	-	CHEMSPIDER	59718652	C29H25F4N3O5S	small molecule	-	1383816-29-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	VYLOOGHLKSNNEK-PIIMJCKOSA-N
33288	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Ma C (2022)	35404564	232480	10189	EACC	Ethyl [(2-{[(5-nitro-2-thienyl)carbonyl]amino}-3-thienyl)carbonyl]carbamate|Carbamic acid, N-[[2-[[(5-nitro-2-thienyl)carbonyl]amino]-3-thienyl]carbonyl]-, ethyl ester	-	CHEMSPIDER	2936247	C13H11N3O6S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	ISLJZDYAPAUORR-UHFFFAOYSA-N
33289	4383941	1489680	SARS-CoV-1ab-nsp3ab	nsp3ab	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	694009	Severe acute respiratory syndrome-related coronavirus	inhibitor	target	Ma C (2022)	35404564	232480	10196	KY-226	Benzamide, 4-[[([1,1'-biphenyl]-4-ylmethyl)thio]methyl]-N-(hexylsulfonyl)-|4-{[(4-Biphenylylmethyl)sulfanyl]methyl}-N-(hexylsulfonyl)benzamide	-	CHEMSPIDER	84393651	C27H31NO3S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction: PLPro inhibitor	MKXMABKUVSOEJF-UHFFFAOYSA-N
33290	4383941	1489680	SARS-CoV-1ab-nsp3ab	nsp3ab	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	694009	Severe acute respiratory syndrome-related coronavirus	inhibitor	target	Ma C (2022)	35404564	232480	10174	tropifexor	2-[(3-endo)-3-({5-Cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-1,2-oxazol-4-yl}methoxy)-8-azabicyclo[3.2.1]oct-8-yl]-4-fluoro-1,3-benzothiazole-6-carboxylic acid|6-Benzothiazolecarboxylic acid, 2-[(3-endo)-3-[[5-cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-4-isoxazolyl]methoxy]-8-azabicyclo[3.2.1]oct-8-yl]-4-fluoro-|tropifexor|NMZ08KM76Z	-	CHEMSPIDER	59718652	C29H25F4N3O5S	small molecule	-	1383816-29-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction: PLPro inhibitor	VYLOOGHLKSNNEK-PIIMJCKOSA-N
33291	4383941	1489680	SARS-CoV-1ab-nsp3ab	nsp3ab	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	694009	Severe acute respiratory syndrome-related coronavirus	inhibitor	target	Ma C (2022)	35404564	232480	10189	EACC	Ethyl [(2-{[(5-nitro-2-thienyl)carbonyl]amino}-3-thienyl)carbonyl]carbamate|Carbamic acid, N-[[2-[[(5-nitro-2-thienyl)carbonyl]amino]-3-thienyl]carbonyl]-, ethyl ester	-	CHEMSPIDER	2936247	C13H11N3O6S2	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction: PLPro inhibitor	ISLJZDYAPAUORR-UHFFFAOYSA-N
33292	4383888	14254602	G128_gp01ab_nsp3	nsp3ab	ORF1ab|nsp3|rep|1AB|MERS-CoV nsp3|orf1ab-nsp3|orf1ab-nsp3ab|nsp3ab|Papain-like proteinase|R1AB_CVEMC|PRO_0000422441	1335626	Middle-East Respiratory Syndrome-related Coronavirus	inhibitor	target	Ma C (2022)	35404564	232480	10174	tropifexor	2-[(3-endo)-3-({5-Cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-1,2-oxazol-4-yl}methoxy)-8-azabicyclo[3.2.1]oct-8-yl]-4-fluoro-1,3-benzothiazole-6-carboxylic acid|6-Benzothiazolecarboxylic acid, 2-[(3-endo)-3-[[5-cyclopropyl-3-[2-(trifluoromethoxy)phenyl]-4-isoxazolyl]methoxy]-8-azabicyclo[3.2.1]oct-8-yl]-4-fluoro-|tropifexor|NMZ08KM76Z	-	CHEMSPIDER	59718652	C29H25F4N3O5S	small molecule	-	1383816-29-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project MERS direct chemical interaction: PLPro inhibitor	VYLOOGHLKSNNEK-PIIMJCKOSA-N
33296	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Li J (2022)	35389231	232203	9961	Paxlovid	(1R,2S,5S)-N-{(1S)-1-Cyano-2-[(3S)-2-oxo-3-pyrrolidinyl]ethyl}-6,6-dimethyl-3-[3-methyl-N-(trifluoroacetyl)-L-valyl]-3-azabicyclo[3.1.0]hexane-2-carboxamide|3-Azabicyclo[3.1.0]hexane-2-carboxamide, N-[(1S)-1-cyano-2-[(3S)-2-oxo-3-pyrrolidinyl]ethyl]-3-[(2S)-3,3-dimethyl-1-oxo-2-[(2,2,2-trifluoroacetyl)amino]butyl]-6,6-dimethyl-, (1R,2S,5S)-|(1R,2S,5S)-N-[(1S)-1-cyano-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]-3-[(2S)-3,3-dimethyl-2-(2,2,2-trifluoroacetamido)butanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	CHEMSPIDER	114826566	C23H32F3N5O4	small molecule	-	2628280-40-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	LIENCHBZNNMNKG-OJFNHCPVSA-N
33297	4383943	1489680	SARS-CoV-1ab-nsp5ab	nsp5ab	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|3C-like proteinase|3CL-PRO|3CLp|R1AB_CVHSA|PRO_0000037312	694009	Severe acute respiratory syndrome-related coronavirus	inhibitor	target	Li J (2022)	35389231	232203	9961	Paxlovid	(1R,2S,5S)-N-{(1S)-1-Cyano-2-[(3S)-2-oxo-3-pyrrolidinyl]ethyl}-6,6-dimethyl-3-[3-methyl-N-(trifluoroacetyl)-L-valyl]-3-azabicyclo[3.1.0]hexane-2-carboxamide|3-Azabicyclo[3.1.0]hexane-2-carboxamide, N-[(1S)-1-cyano-2-[(3S)-2-oxo-3-pyrrolidinyl]ethyl]-3-[(2S)-3,3-dimethyl-1-oxo-2-[(2,2,2-trifluoroacetyl)amino]butyl]-6,6-dimethyl-, (1R,2S,5S)-|(1R,2S,5S)-N-[(1S)-1-cyano-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]-3-[(2S)-3,3-dimethyl-2-(2,2,2-trifluoroacetamido)butanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	CHEMSPIDER	114826566	C23H32F3N5O4	small molecule	-	2628280-40-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	LIENCHBZNNMNKG-OJFNHCPVSA-N
33298	4383890	14254602	G128_gp01ab_nsp5	nsp5ab	ORF1ab|nsp5|rep|1AB|MERS-CoV nsp5|orf1ab-nsp5|orf1ab-nsp5ab|nsp5ab|3C-like proteinase|R1AB_CVEMC|PRO_0000422443	1335626	Middle-East Respiratory Syndrome-related Coronavirus	inhibitor	target	Li J (2022)	35389231	232203	9961	Paxlovid	(1R,2S,5S)-N-{(1S)-1-Cyano-2-[(3S)-2-oxo-3-pyrrolidinyl]ethyl}-6,6-dimethyl-3-[3-methyl-N-(trifluoroacetyl)-L-valyl]-3-azabicyclo[3.1.0]hexane-2-carboxamide|3-Azabicyclo[3.1.0]hexane-2-carboxamide, N-[(1S)-1-cyano-2-[(3S)-2-oxo-3-pyrrolidinyl]ethyl]-3-[(2S)-3,3-dimethyl-1-oxo-2-[(2,2,2-trifluoroacetyl)amino]butyl]-6,6-dimethyl-, (1R,2S,5S)-|(1R,2S,5S)-N-[(1S)-1-cyano-2-[(3S)-2-oxopyrrolidin-3-yl]ethyl]-3-[(2S)-3,3-dimethyl-2-(2,2,2-trifluoroacetamido)butanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide	-	CHEMSPIDER	114826566	C23H32F3N5O4	small molecule	-	2628280-40-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project MERS-CoV direct chemical interaction: Viral Mpro/3CLpro protease inhibitor, and MERS activity in PMID: 34726479	LIENCHBZNNMNKG-OJFNHCPVSA-N
33299	4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	sars-cov-2 inhibitor	target	Zhang Q (2022)	35440680	232187	1192	Mitoxantrone	Mitoxantrona|Mitoxantronum|Mitoxantrone|1,4-DIHYDROXY-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)-9,10-anthracenedione	mitoxantrone injection|mitoxan	DRUGBANK	DB01204	C22H28N4O6	small molecule	L01DB07	65271-80-9	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction : Spike-heparin interaction inhibitor	KKZJGLLVHKMTCM-UHFFFAOYSA-N
33300	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Meewan I (2022)	35745663	232197	10259	Dimorpholinethiuram disulfide	Dimorpholinethiuram disulfide|Bis(morpholinothiocarbonyl) disulfide|Dimorpholin-4-yldithioperoxyanhydride|MFCD00072237|di(4-morpholinyl)dithioperoxyanhydride|Di-4-morpholinyldithioperoxyanhydride	-	CHEMSPIDER	12359	C10H16N2O2S4	small molecule	-	729-46-4	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	KKVYOWPPMNSLCP-UHFFFAOYSA-N
33301	4383852	43740578	GU280_gp01_nsp3	nsp3	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor/sars-cov-2 inhibitor	target	Meewan I (2022)	35745663	232197	10259	Dimorpholinethiuram disulfide	Dimorpholinethiuram disulfide|Bis(morpholinothiocarbonyl) disulfide|Dimorpholin-4-yldithioperoxyanhydride|MFCD00072237|di(4-morpholinyl)dithioperoxyanhydride|Di-4-morpholinyldithioperoxyanhydride	-	CHEMSPIDER	12359	C10H16N2O2S4	small molecule	-	729-46-4	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: PLPro inhibitor	KKVYOWPPMNSLCP-UHFFFAOYSA-N
33302	4383854	43740578	GU280_gp01_nsp5	nsp5	ORF1ab|ORF1ab-nsp5|SARS-CoV2 nsp5|SARS-CoV-2 nsp5|Mpro|3CLpro|3C-like proteinase|R1AB_SARS2|PRO_0000449623	2697049	Severe acute respiratory syndrome coronavirus 2	inhibitor	target	Meewan I (2022)	35745663	232197	10193	Thiram	Thiram|Nomersan|Thiuramyl|Tiuramyl|Thiurad|Thylate|Tulisan|Tyradin|Tuads|Vanguard GF|Tetramethylthiuram disulfide|Bis(dimethylthiocarbamoyl) disulfide|Bis(dimethylthiocarbamyl) disulfide|Bis[(dimethylamino)carbonothioyl] disulfide|Basultra|Betoxin|[Dithiobis(carbonothioylnitrilo)]tetramethane|[Disulfanediylbis(carbonothioylnitrilo)]tetramethane|Methane, [dithiobis(carbonothioylnitrilo)]tetrakis-|[Disulfanediylbis(carbonothioylnitrilo)]tetramethan|Methane, 1,1',1'',1'''-[dithiobis(carbonothioylnitrilo)]tetrakis-|MFCD00008325|JO1400000	-	CHEMSPIDER	5256	C6H12N2S4	small molecule	-	137-26-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	Coronavirus Project SARS-CoV-2 direct chemical interaction: Viral Mpro/3CLpro protease inhibitor	KUAZQDVKQLNFPE-UHFFFAOYSA-N
